['-0.01', '+0.94', '-0.44', '-0.05', '+0.01', '+0.06', '+0.00', '+0.00']
['+0.04', '+0.12', '-0.05', '-0.22', '+0.02', '-0.02', '+0.00', '+0.00']
['+0.03', '+0.06', '-0.03', '-0.17', '+0.02', '-0.01', '+0.00', '+0.00']
['+0.03', '+0.02', '-0.03', '-0.12', '+0.01', '+0.00', '+0.00', '+0.00']
['+0.02', '-0.00', '-0.01', '+0.04', '-0.02', '+0.12', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.03', '+0.89', '+0.50', '-0.57', '-0.02', '+0.04', '+0.00', '+0.00']
['+0.12', '+0.66', '+0.41', '-0.78', '+0.14', '+0.13', '+0.00', '+0.00']
['+0.18', '+0.48', '+0.21', '-0.50', '+0.24', '+0.06', '+0.00', '+0.00']
['+0.20', '+0.35', '-0.03', '-0.35', '+0.23', '-0.07', '+0.00', '+0.00']
['+0.18', '+0.25', '-0.16', '-0.28', '+0.15', '-0.10', '+0.00', '+0.00']
['+0.15', '+0.17', '-0.17', '-0.24', '+0.07', '-0.08', '+0.00', '+0.00']
['+0.10', '+0.12', '-0.20', '-0.20', '-0.02', '-0.08', '+0.00', '+0.00']
['+0.07', '+0.07', '-0.13', '-0.14', '-0.07', '-0.03', '+0.00', '+0.00']
['+0.04', '+0.03', '-0.08', '-0.12', '-0.09', '-0.01', '+0.00', '+0.00']
['+0.03', '-0.00', '-0.03', '-0.01', '+0.04', '+0.04', '+1.00', '+1.00']
['+0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.00', '+0.96', '-0.05', '+0.45', '+0.00', '-0.02', '+0.00', '+0.00']
['-0.01', '+1.01', '-0.05', '-0.09', '-0.01', '-0.01', '+0.00', '+0.00']
['-0.02', '+0.90', '-0.05', '-0.62', '-0.03', '-0.01', '+0.00', '+0.00']
['-0.03', '+0.66', '-0.04', '-0.80', '-0.04', '-0.02', '+0.00', '+0.00']
['-0.03', '+0.45', '+0.02', '-0.57', '-0.05', '+0.01', '+0.00', '+0.00']
['-0.02', '+0.30', '+0.09', '-0.42', '-0.02', '+0.04', '+0.00', '+0.00']
['-0.00', '+0.19', '+0.06', '-0.31', '+0.01', '+0.01', '+0.00', '+0.00']
['+0.00', '+0.11', '+0.02', '-0.22', '+0.01', '+0.01', '+0.00', '+0.00']
['+0.00', '+0.05', '-0.02', '-0.18', '-0.01', '-0.03', '+0.00', '+0.00']
['-0.01', '+0.00', '-0.05', '-0.12', '-0.03', '-0.03', '+0.00', '+0.00']
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.03', '+0.88', '+0.15', '-0.45', '+0.04', '+0.07', '+0.00', '+0.00']
['+0.06', '+0.67', '+0.12', '-0.78', '+0.10', '+0.04', '+0.00', '+0.00']
['+0.07', '+0.47', '+0.01', '-0.59', '+0.11', '-0.03', '+0.00', '+0.00']
['+0.06', '+0.32', '-0.08', '-0.42', '+0.07', '-0.04', '+0.00', '+0.00']
['+0.04', '+0.21', '-0.17', '-0.34', '+0.01', '-0.09', '+0.00', '+0.00']
['-0.00', '+0.12', '-0.19', '-0.24', '-0.08', '-0.07', '+0.00', '+0.00']
['-0.03', '+0.06', '-0.13', '-0.18', '-0.12', '-0.02', '+0.00', '+0.00']
['-0.05', '+0.01', '-0.04', '-0.13', '-0.13', '+0.01', '+0.00', '+0.00']
['-0.05', '-0.00', '-0.00', '+0.03', '+0.02', '-0.11', '+1.00', '+1.00']
['-0.05', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.05', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.01', '+0.98', '+0.12', '+0.26', '+0.01', '+0.06', '+0.00', '+0.00']
['+0.04', '+0.98', '+0.12', '-0.27', '+0.07', '+0.06', '+0.00', '+0.00']
['+0.06', '+0.81', '+0.13', '-0.80', '+0.11', '+0.04', '+0.00', '+0.00']
['+0.08', '+0.58', '+0.04', '-0.73', '+0.13', '-0.02', '+0.00', '+0.00']
['+0.07', '+0.40', '-0.10', '-0.49', '+0.09', '-0.06', '+0.00', '+0.00']
['+0.05', '+0.27', '-0.13', '-0.38', '+0.03', '-0.05', '+0.00', '+0.00']
['+0.02', '+0.17', '-0.12', '-0.30', '-0.02', '-0.04', '+0.00', '+0.00']
['-0.00', '+0.10', '-0.09', '-0.25', '-0.05', '-0.03', '+0.00', '+0.00']
['-0.01', '+0.04', '+0.02', '-0.17', '-0.05', '+0.03', '+0.00', '+0.00']
['+0.01', '-0.00', '+0.07', '-0.05', '+0.00', '+0.05', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.00', '+0.94', '+0.24', '-0.05', '-0.01', '-0.05', '+0.00', '+0.00']
['+0.05', '+0.84', '+0.20', '-0.58', '+0.07', '+0.09', '+0.00', '+0.00']
['+0.08', '+0.62', '+0.14', '-0.69', '+0.14', '+0.03', '+0.00', '+0.00']
['+0.09', '+0.43', '-0.05', '-0.53', '+0.13', '-0.04', '+0.00', '+0.00']
['+0.07', '+0.30', '-0.22', '-0.39', '+0.04', '-0.14', '+0.00', '+0.00']
['+0.02', '+0.19', '-0.23', '-0.31', '-0.07', '-0.10', '+0.00', '+0.00']
['-0.02', '+0.11', '-0.14', '-0.22', '-0.13', '-0.03', '+0.00', '+0.00']
['-0.04', '+0.05', '-0.05', '-0.16', '-0.13', '+0.00', '+0.00', '+0.00']
['-0.04', '+0.01', '+0.09', '-0.12', '-0.09', '+0.08', '+0.00', '+0.00']
['-0.02', '-0.00', '+0.02', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.06', '+0.94', '-0.39', '-0.17', '-0.04', '-0.20', '+0.00', '+0.00']
['-0.14', '+0.80', '-0.41', '-0.70', '-0.20', '-0.13', '+0.00', '+0.00']
['-0.21', '+0.59', '-0.23', '-0.63', '-0.28', '-0.05', '+0.00', '+0.00']
['-0.23', '+0.43', '-0.02', '-0.44', '-0.27', '+0.04', '+0.00', '+0.00']
['-0.21', '+0.31', '+0.16', '-0.33', '-0.18', '+0.12', '+0.00', '+0.00']
['-0.16', '+0.23', '+0.29', '-0.26', '-0.05', '+0.13', '+0.00', '+0.00']
['-0.10', '+0.15', '+0.26', '-0.23', '+0.06', '+0.09', '+0.00', '+0.00']
['-0.05', '+0.09', '+0.17', '-0.18', '+0.12', '+0.03', '+0.00', '+0.00']
['-0.03', '+0.04', '+0.11', '-0.16', '+0.13', '+0.01', '+0.00', '+0.00']
['-0.01', '+0.00', '+0.06', '-0.11', '+0.06', '-0.43', '+0.00', '+1.00']
['-0.01', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.01', '+0.87', '+0.04', '-0.49', '+0.02', '+0.02', '+0.00', '+0.00']
['+0.02', '+0.65', '+0.06', '-0.83', '+0.04', '+0.03', '+0.00', '+0.00']
['+0.02', '+0.44', '-0.03', '-0.62', '+0.04', '-0.03', '+0.00', '+0.00']
['-0.00', '+0.29', '-0.15', '-0.45', '-0.03', '-0.08', '+0.00', '+0.00']
['-0.03', '+0.18', '-0.10', '-0.32', '-0.07', '-0.04', '+0.00', '+0.00']
['-0.04', '+0.11', '-0.05', '-0.20', '-0.09', '-0.00', '+0.00', '+0.00']
['-0.05', '+0.05', '-0.04', '-0.13', '-0.09', '+0.01', '+0.00', '+0.00']
['-0.05', '+0.01', '+0.07', '-0.10', '-0.06', '+0.05', '+0.00', '+0.00']
['-0.03', '-0.00', '+0.03', '+0.03', '+0.03', '-0.11', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '+0.93', '-0.46', '-0.31', '+0.01', '+0.06', '+0.00', '+0.00']
['-0.10', '+0.75', '-0.40', '-0.81', '-0.14', '-0.16', '+0.00', '+0.00']
['-0.17', '+0.53', '-0.18', '-0.59', '-0.24', '-0.04', '+0.00', '+0.00']
['-0.18', '+0.38', '-0.02', '-0.44', '-0.23', '+0.03', '+0.00', '+0.00']
['-0.17', '+0.27', '+0.15', '-0.33', '-0.15', '+0.09', '+0.00', '+0.00']
['-0.13', '+0.19', '+0.21', '-0.25', '-0.05', '+0.10', '+0.00', '+0.00']
['-0.08', '+0.12', '+0.23', '-0.19', '+0.05', '+0.09', '+0.00', '+0.00']
['-0.03', '+0.07', '+0.21', '-0.17', '+0.12', '+0.05', '+0.00', '+0.00']
['-0.01', '+0.02', '+0.10', '-0.14', '+0.13', '-0.02', '+0.00', '+0.00']
['+0.01', '-0.00', '+0.03', '+0.04', '-0.03', '+0.13', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '+0.92', '-0.20', '-0.39', '+0.00', '-0.04', '+0.00', '+0.00']
['-0.05', '+0.72', '-0.18', '-0.84', '-0.08', '-0.08', '+0.00', '+0.00']
['-0.08', '+0.50', '-0.12', '-0.61', '-0.13', '-0.02', '+0.00', '+0.00']
['-0.09', '+0.35', '+0.03', '-0.46', '-0.13', '+0.04', '+0.00', '+0.00']
['-0.07', '+0.23', '+0.14', '-0.33', '-0.06', '+0.08', '+0.00', '+0.00']
['-0.04', '+0.14', '+0.18', '-0.25', '+0.02', '+0.10', '+0.00', '+0.00']
['-0.01', '+0.07', '+0.11', '-0.20', '+0.07', '+0.03', '+0.00', '+0.00']
['+0.01', '+0.02', '+0.04', '-0.14', '+0.08', '-0.01', '+0.00', '+0.00']
['+0.01', '-0.00', '+0.01', '+0.04', '-0.03', '+0.13', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.02', '+0.97', '-0.40', '+0.42', '+0.01', '+0.02', '+0.00', '+0.00']
['-0.09', '+1.01', '-0.36', '-0.11', '-0.14', '-0.15', '+0.00', '+0.00']
['-0.17', '+0.89', '-0.38', '-0.65', '-0.25', '-0.08', '+0.00', '+0.00']
['-0.23', '+0.66', '-0.15', '-0.75', '-0.31', '+0.01', '+0.00', '+0.00']
['-0.22', '+0.48', '+0.16', '-0.48', '-0.23', '+0.11', '+0.00', '+0.00']
['-0.17', '+0.35', '+0.31', '-0.39', '-0.09', '+0.14', '+0.00', '+0.00']
['-0.10', '+0.25', '+0.37', '-0.30', '+0.06', '+0.16', '+0.00', '+0.00']
['-0.02', '+0.16', '+0.32', '-0.28', '+0.18', '+0.07', '+0.00', '+0.00']
['+0.03', '+0.09', '+0.19', '-0.19', '+0.22', '+0.00', '+0.00', '+0.00']
['+0.04', '+0.03', '-0.00', '-0.16', '+0.18', '-0.07', '+0.00', '+0.00']
['+0.03', '-0.00', '-0.04', '-0.01', '-0.01', '+0.03', '+1.00', '+1.00']
['+0.03', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.04', '+0.90', '-0.55', '-0.45', '+0.02', '-0.05', '+0.00', '+0.00']
['-0.15', '+0.69', '-0.53', '-0.80', '-0.15', '-0.15', '+0.00', '+0.00']
['-0.23', '+0.50', '-0.32', '-0.52', '-0.26', '-0.10', '+0.00', '+0.00']
['-0.27', '+0.37', '-0.02', '-0.34', '-0.29', '+0.04', '+0.00', '+0.00']
['-0.24', '+0.27', '+0.19', '-0.30', '-0.19', '+0.11', '+0.00', '+0.00']
['-0.19', '+0.20', '+0.27', '-0.22', '-0.07', '+0.12', '+0.00', '+0.00']
['-0.14', '+0.14', '+0.30', '-0.18', '+0.04', '+0.11', '+0.00', '+0.00']
['-0.08', '+0.08', '+0.21', '-0.17', '+0.12', '+0.04', '+0.00', '+0.00']
['-0.05', '+0.04', '+0.13', '-0.14', '+0.14', '+0.01', '+0.00', '+0.00']
['-0.03', '+0.00', '+0.06', '-0.12', '+0.02', '-0.45', '+0.00', '+1.00']
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '+0.94', '-0.21', '-0.03', '+0.01', '+0.01', '+0.00', '+0.00']
['-0.04', '+0.85', '-0.19', '-0.56', '-0.07', '-0.08', '+0.00', '+0.00']
['-0.08', '+0.62', '-0.12', '-0.76', '-0.14', '-0.03', '+0.00', '+0.00']
['-0.08', '+0.43', '+0.03', '-0.56', '-0.12', '+0.04', '+0.00', '+0.00']
['-0.07', '+0.30', '+0.05', '-0.40', '-0.08', '+0.03', '+0.00', '+0.00']
['-0.06', '+0.19', '+0.13', '-0.30', '-0.04', '+0.05', '+0.00', '+0.00']
['-0.03', '+0.11', '+0.12', '-0.24', '+0.01', '+0.06', '+0.00', '+0.00']
['-0.01', '+0.05', '+0.07', '-0.18', '+0.05', '-0.00', '+0.00', '+0.00']
['-0.00', '+0.00', '+0.04', '-0.15', '+0.05', '+0.01', '+0.00', '+0.00']
['+0.00', '-0.00', '+0.00', '+0.01', '-0.01', '+0.04', '+1.00', '+1.00']
['+0.01', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.09', '+0.86', '-0.70', '-0.62', '+0.01', '-0.19', '+0.00', '+0.00']
['-0.23', '+0.63', '-0.60', '-0.68', '-0.16', '-0.10', '+0.00', '+0.00']
['-0.32', '+0.46', '-0.32', '-0.47', '-0.24', '-0.08', '+0.00', '+0.00']
['-0.35', '+0.36', '+0.01', '-0.28', '-0.27', '+0.02', '+0.00', '+0.00']
['-0.33', '+0.28', '+0.17', '-0.21', '-0.20', '+0.10', '+0.00', '+0.00']
['-0.28', '+0.22', '+0.29', '-0.19', '-0.09', '+0.11', '+0.00', '+0.00']
['-0.21', '+0.17', '+0.32', '-0.17', '+0.02', '+0.11', '+0.00', '+0.00']
['-0.15', '+0.12', '+0.25', '-0.16', '+0.10', '+0.04', '+0.00', '+0.00']
['-0.11', '+0.08', '+0.20', '-0.14', '+0.14', '+0.03', '+0.00', '+0.00']
['-0.08', '+0.03', '+0.06', '-0.10', '+0.12', '-0.05', '+0.00', '+0.00']
['-0.08', '+0.01', '-0.02', '-0.09', '+0.06', '-0.06', '+0.00', '+0.00']
['-0.09', '-0.00', '+0.00', '+0.00', '+0.01', '-0.00', '+1.00', '+1.00']
['-0.09', '-0.00', '+0.00', '+0.00', '+0.01', '-0.00', '+1.00', '+1.00']
['-0.09', '-0.00', '+0.00', '+0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['+0.11', '+0.77', '+0.54', '-0.85', '+0.08', '+0.18', '+0.00', '+0.00']
['+0.21', '+0.55', '+0.43', '-0.60', '+0.22', '+0.11', '+0.00', '+0.00']
['+0.26', '+0.40', '+0.15', '-0.38', '+0.28', '+0.01', '+0.00', '+0.00']
['+0.26', '+0.30', '-0.10', '-0.28', '+0.24', '-0.08', '+0.00', '+0.00']
['+0.22', '+0.22', '-0.25', '-0.23', '+0.13', '-0.12', '+0.00', '+0.00']
['+0.17', '+0.16', '-0.31', '-0.18', '+0.00', '-0.13', '+0.00', '+0.00']
['+0.10', '+0.11', '-0.29', '-0.18', '-0.11', '-0.08', '+0.00', '+0.00']
['+0.05', '+0.06', '-0.23', '-0.16', '-0.17', '-0.05', '+0.00', '+0.00']
['+0.02', '+0.01', '-0.03', '-0.14', '-0.15', '+0.06', '+0.00', '+0.00']
['+0.02', '-0.00', '+0.00', '+0.02', '+0.01', '-0.08', '+1.00', '+1.00']
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.04', '+0.96', '-0.29', '-0.06', '-0.04', '-0.14', '+0.00', '+0.00']
['-0.10', '+0.86', '-0.30', '-0.59', '-0.17', '-0.11', '+0.00', '+0.00']
['-0.15', '+0.63', '-0.13', '-0.73', '-0.24', '+0.01', '+0.00', '+0.00']
['-0.16', '+0.45', '+0.10', '-0.52', '-0.19', '+0.10', '+0.00', '+0.00']
['-0.12', '+0.32', '+0.20', '-0.38', '-0.09', '+0.11', '+0.00', '+0.00']
['-0.06', '+0.21', '+0.35', '-0.29', '+0.05', '+0.15', '+0.00', '+0.00']
['+0.01', '+0.13', '+0.29', '-0.25', '+0.17', '+0.08', '+0.00', '+0.00']
['+0.05', '+0.06', '+0.16', '-0.17', '+0.20', '-0.00', '+0.00', '+0.00']
['+0.06', '+0.02', '+0.03', '-0.13', '+0.18', '-0.04', '+0.00', '+0.00']
['+0.06', '-0.01', '-0.01', '+0.02', '-0.05', '+0.06', '+1.00', '+1.00']
['+0.05', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.05', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.05', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.12', '+0.76', '+0.58', '-0.84', '+0.09', '+0.17', '+0.00', '+0.00']
['+0.23', '+0.54', '+0.40', '-0.60', '+0.21', '+0.11', '+0.00', '+0.00']
['+0.28', '+0.40', '+0.13', '-0.40', '+0.28', '+0.01', '+0.00', '+0.00']
['+0.28', '+0.30', '-0.08', '-0.29', '+0.25', '-0.09', '+0.00', '+0.00']
['+0.24', '+0.23', '-0.28', '-0.20', '+0.14', '-0.13', '+0.00', '+0.00']
['+0.17', '+0.16', '-0.35', '-0.20', '-0.01', '-0.13', '+0.00', '+0.00']
['+0.11', '+0.11', '-0.29', '-0.16', '-0.12', '-0.07', '+0.00', '+0.00']
['+0.06', '+0.06', '-0.17', '-0.15', '-0.16', '+0.00', '+0.00', '+0.00']
['+0.04', '+0.02', '-0.06', '-0.11', '-0.14', '+0.03', '+0.00', '+0.00']
['+0.03', '-0.00', '-0.00', '+0.04', '+0.02', '-0.12', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.07', '+0.89', '+0.63', '-0.45', '+0.01', '+0.19', '+0.00', '+0.00']
['+0.20', '+0.68', '+0.59', '-0.74', '+0.17', '+0.13', '+0.00', '+0.00']
['+0.30', '+0.50', '+0.39', '-0.49', '+0.27', '+0.08', '+0.00', '+0.00']
['+0.35', '+0.38', '+0.13', '-0.32', '+0.32', '+0.02', '+0.00', '+0.00']
['+0.35', '+0.29', '-0.12', '-0.29', '+0.27', '-0.09', '+0.00', '+0.00']
['+0.30', '+0.22', '-0.34', '-0.20', '+0.14', '-0.18', '+0.00', '+0.00']
['+0.22', '+0.17', '-0.38', '-0.17', '-0.02', '-0.14', '+0.00', '+0.00']
['+0.15', '+0.12', '-0.35', '-0.16', '-0.14', '-0.08', '+0.00', '+0.00']
['+0.08', '+0.08', '-0.26', '-0.15', '-0.20', '-0.04', '+0.00', '+0.00']
['+0.04', '+0.03', '-0.14', '-0.13', '-0.20', '+0.03', '+0.00', '+0.00']
['+0.03', '-0.00', '-0.02', '-0.11', '+0.01', '+0.38', '+0.00', '+0.00']
['+0.03', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.05', '+0.96', '-0.48', '+0.00', '-0.00', '-0.16', '+0.00', '+0.00']
['-0.14', '+0.87', '-0.49', '-0.53', '-0.17', '-0.13', '+0.00', '+0.00']
['-0.24', '+0.66', '-0.37', '-0.70', '-0.27', '-0.07', '+0.00', '+0.00']
['-0.28', '+0.49', '-0.02', '-0.46', '-0.30', '+0.06', '+0.00', '+0.00']
['-0.25', '+0.36', '+0.24', '-0.38', '-0.19', '+0.15', '+0.00', '+0.00']
['-0.19', '+0.26', '+0.38', '-0.30', '-0.05', '+0.17', '+0.00', '+0.00']
['-0.11', '+0.18', '+0.39', '-0.24', '+0.10', '+0.12', '+0.00', '+0.00']
['-0.05', '+0.11', '+0.26', '-0.19', '+0.18', '+0.05', '+0.00', '+0.00']
['-0.01', '+0.05', '+0.08', '-0.18', '+0.18', '-0.03', '+0.00', '+0.00']
['-0.01', '+0.01', '-0.03', '-0.14', '+0.13', '-0.08', '+0.00', '+0.00']
['-0.02', '-0.00', '-0.01', '+0.02', '+0.00', '+0.05', '+1.00', '+1.00']
['-0.02', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.03', '+1.01', '+0.19', '+0.13', '+0.04', '+0.07', '+0.00', '+0.00']
['+0.07', '+0.97', '+0.19', '-0.40', '+0.11', '+0.07', '+0.00', '+0.00']
['+0.11', '+0.77', '+0.19', '-0.84', '+0.17', '+0.07', '+0.00', '+0.00']
['+0.13', '+0.54', '+0.03', '-0.64', '+0.19', '-0.02', '+0.00', '+0.00']
['+0.12', '+0.38', '-0.16', '-0.46', '+0.12', '-0.09', '+0.00', '+0.00']
['+0.07', '+0.26', '-0.25', '-0.36', '+0.01', '-0.11', '+0.00', '+0.00']
['+0.02', '+0.16', '-0.20', '-0.29', '-0.09', '-0.06', '+0.00', '+0.00']
['-0.01', '+0.09', '-0.11', '-0.20', '-0.12', '-0.02', '+0.00', '+0.00']
['-0.02', '+0.04', '-0.00', '-0.15', '-0.10', '+0.03', '+0.00', '+0.00']
['-0.01', '-0.00', '+0.03', '-0.09', '+0.02', '+0.29', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.11', '+0.91', '+0.62', '-0.32', '+0.05', '+0.20', '+0.00', '+0.00']
['+0.23', '+0.73', '+0.64', '-0.77', '+0.20', '+0.11', '+0.00', '+0.00']
['+0.32', '+0.54', '+0.30', '-0.53', '+0.28', '+0.07', '+0.00', '+0.00']
['+0.35', '+0.41', '+0.01', '-0.34', '+0.30', '-0.02', '+0.00', '+0.00']
['+0.33', '+0.32', '-0.29', '-0.30', '+0.20', '-0.17', '+0.00', '+0.00']
['+0.25', '+0.25', '-0.41', '-0.23', '+0.03', '-0.18', '+0.00', '+0.00']
['+0.17', '+0.18', '-0.41', '-0.21', '-0.12', '-0.12', '+0.00', '+0.00']
['+0.09', '+0.12', '-0.28', '-0.22', '-0.20', '-0.03', '+0.00', '+0.00']
['+0.06', '+0.07', '-0.09', '-0.18', '-0.18', '+0.05', '+0.00', '+0.00']
['+0.06', '+0.03', '+0.05', '-0.12', '-0.11', '+0.07', '+0.00', '+0.00']
['+0.08', '-0.00', '+0.08', '-0.03', '+0.02', '+0.12', '+1.00', '+1.00']
['+0.08', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.08', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.01', '+0.94', '+0.48', '-0.14', '-0.01', '-0.11', '+0.00', '+0.00']
['+0.09', '+0.81', '+0.41', '-0.67', '+0.12', '+0.16', '+0.00', '+0.00']
['+0.16', '+0.59', '+0.25', '-0.67', '+0.23', '+0.08', '+0.00', '+0.00']
['+0.19', '+0.42', '+0.00', '-0.46', '+0.24', '-0.06', '+0.00', '+0.00']
['+0.17', '+0.30', '-0.19', '-0.33', '+0.14', '-0.11', '+0.00', '+0.00']
['+0.13', '+0.21', '-0.20', '-0.29', '+0.05', '-0.09', '+0.00', '+0.00']
['+0.09', '+0.14', '-0.20', '-0.22', '-0.02', '-0.07', '+0.00', '+0.00']
['+0.05', '+0.08', '-0.16', '-0.17', '-0.08', '-0.06', '+0.00', '+0.00']
['+0.03', '+0.03', '-0.07', '-0.14', '-0.10', '+0.02', '+0.00', '+0.00']
['+0.02', '-0.00', '-0.04', '-0.11', '+0.01', '+0.41', '+1.00', '+1.00']
['+0.02', '-0.00', '-0.01', '+0.02', '+0.00', '-0.07', '+1.00', '+1.00']
['+0.02', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.11', '+0.83', '-0.71', '-0.70', '-0.03', '-0.20', '+0.00', '+0.00']
['-0.25', '+0.60', '-0.65', '-0.63', '-0.19', '-0.12', '+0.00', '+0.00']
['-0.35', '+0.45', '-0.33', '-0.42', '-0.27', '-0.08', '+0.00', '+0.00']
['-0.38', '+0.35', '-0.03', '-0.28', '-0.30', '+0.02', '+0.00', '+0.00']
['-0.36', '+0.28', '+0.23', '-0.20', '-0.22', '+0.11', '+0.00', '+0.00']
['-0.30', '+0.22', '+0.31', '-0.18', '-0.10', '+0.11', '+0.00', '+0.00']
['-0.23', '+0.17', '+0.30', '-0.15', '+0.01', '+0.09', '+0.00', '+0.00']
['-0.17', '+0.12', '+0.28', '-0.15', '+0.09', '+0.07', '+0.00', '+0.00']
['-0.12', '+0.08', '+0.22', '-0.13', '+0.14', '+0.02', '+0.00', '+0.00']
['-0.09', '+0.04', '+0.12', '-0.09', '+0.14', '-0.01', '+0.00', '+0.00']
['-0.07', '+0.01', '+0.03', '-0.09', '+0.11', '-0.05', '+0.00', '+0.00']
['-0.07', '-0.00', '+0.01', '+0.03', '-0.01', '+0.12', '+1.00', '+1.00']
['-0.07', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.07', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.04', '+1.00', '+0.30', '+0.16', '+0.03', '+0.14', '+0.00', '+0.00']
['+0.10', '+0.96', '+0.30', '-0.37', '+0.17', '+0.12', '+0.00', '+0.00']
['+0.16', '+0.77', '+0.28', '-0.81', '+0.26', '+0.06', '+0.00', '+0.00']
['+0.19', '+0.56', '+0.02', '-0.60', '+0.26', '-0.07', '+0.00', '+0.00']
['+0.17', '+0.40', '-0.22', '-0.45', '+0.16', '-0.13', '+0.00', '+0.00']
